Name,Symbol,Exchange,Sector,Industry,Listing_status,Delisting_date,New_listing_date
Green Build Technology Ltd,GREE,싱가포르,기초 소재,컨테이너와 포장,O,null,null
Gaylin,GAYL,싱가포르,기초 소재,다종 조립 제품,O,null,null
LHT Holdings Ltd,LHTH,싱가포르,기초 소재,컨테이너와 포장,O,null,null
AP Oil International Ltd,AOIL,싱가포르,기초 소재,화학제조,O,null,null
Amplefield Ltd,AMPL,싱가포르,기초 소재,다종 조립 제품,O,null,null
Sunvic Chemical Holdings Ltd,SVCH,싱가포르,기초 소재,화학제조,O,null,null
Regal International Group Ltd,REGI,싱가포르,기초 소재,다종 조립 제품,O,null,null
CosmoSteel Holdings Ltd,COSM,싱가포르,기초 소재,다종 조립 제품,O,null,null
Intraco Ltd,ITRS,싱가포르,기초 소재,조립식 플라스틱과 고무,O,null,null
Anchor Resources,ANCH,싱가포르,기초 소재,금속 광업,O,null,null
Sen Yue Holdings,SENY,싱가포르,기초 소재,다종 조립 제품,O,null,null
AsiaPhos Ltd,ASIP,싱가포르,기초 소재,비금속 광업,O,null,null
Union Steel Holdings Ltd,UNIS,싱가포르,기초 소재,철과 철강,O,null,null
AEI Corporation Ltd,AEIC,싱가포르,기초 소재,다종 조립 제품,O,null,null
New Wave Holdings Ltd,NEWW,싱가포르,기초 소재,금속 광업,O,null,null
ICP Ltd,ICPL,싱가포르,기초 소재,다종 조립 제품,O,null,null
Full Apex,FULL,싱가포르,기초 소재,컨테이너와 포장,O,null,null
Shinvest Holding,SHIN,싱가포르,기초 소재,다종 조립 제품,O,null,null
Metal Component Engineering Ltd,META,싱가포르,기초 소재,다종 조립 제품,O,null,null
Renewable Energy Asia Group Ltd,REAG,싱가포르,기초 소재,다종 조립 제품,O,null,null
USP Group Ltd,USPG,싱가포르,기초 소재,다종 조립 제품,O,null,null
Anchun International Holdings Ltd,ANIH,싱가포르,기초 소재,화학제조,O,null,null
Sincap Group Ltd,SINC,싱가포르,기초 소재,금속 광업,O,null,null
Hoe Leong Corporation Ltd,HLEC,싱가포르,기초 소재,다종 조립 제품,O,null,null
China Medical Int,CHIM,싱가포르,기초 소재,철과 철강,O,null,null
Fabchem China Ltd,FBCH,싱가포르,기초 소재,화학제조,O,null,null
Soon Lian Holdings Ltd,SNLN,싱가포르,기초 소재,다종 조립 제품,O,null,null
LionGold Corp Ltd,LION,싱가포르,기초 소재,금과 은,O,null,null
China Haida Ltd,CHHA,싱가포르,기초 소재,다종 조립 제품,O,null,null
PS Group Holdings Ltd,PSGH,싱가포르,기초 소재,다종 조립 제품,O,null,null
China Bearing Singapore Ltd,CBRG,싱가포르,기초 소재,다종 조립 제품,O,null,null
Hu An Cable Holdings Ltd,HACH,싱가포르,기초 소재,다종 조립 제품,O,null,null
OEL Holdings Ltd,OELH,싱가포르,기초 소재,다종 조립 제품,O,null,null
Ziwo,BMMO,싱가포르,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Luxking Group Holdings Ltd,LUKG,싱가포르,기초 소재,화학제조,O,null,null
Nico Steel,NICO,싱가포르,기초 소재,다종 조립 제품,O,null,null
Lereno Bio Chem Ltd,LRBC,싱가포르,기초 소재,화학제조,O,null,null
Malaysia Smelting Corp,MYSC,싱가포르,기초 소재,금속 광업,O,null,null
Capitaland,CATL,싱가포르,자본재,건설 서비스,O,null,null
ST Engineering,STEG,싱가포르,자본재,항공 우주와 방위,O,null,null
United Overseas Land,UTOS,싱가포르,자본재,건설 서비스,O,null,null
United Industrial Corporation Ltd,UICS,싱가포르,자본재,건설 서비스,O,null,null
Yanlord land group,YNLG,싱가포르,자본재,건설 서비스,O,null,null
Wheelock Properties Singapore Ltd,WPSL,싱가포르,자본재,건설 서비스,O,null,null
Ho Bee Land Ltd,HBEE,싱가포르,자본재,건설 서비스,O,null,null
Sinarmas Land Ltd,SINA,싱가포르,자본재,건설 서비스,O,null,null
United Engineers Ltd,UTES,싱가포르,자본재,건설 서비스,O,null,null
Wing Tai Holdings Ltd,WTHS,싱가포르,자본재,건설 서비스,O,null,null
Bukit Sembawang Estates Ltd,BSES,싱가포르,자본재,건설 서비스,O,null,null
Fragrance Group Ltd,FRAG,싱가포르,자본재,건설 서비스,O,null,null
First Sponsor Group Ltd,FSCA,싱가포르,자본재,건설 서비스,O,null,null
Yoma Strategic Holdings Ltd,YOMA,싱가포르,자본재,건설 서비스,O,null,null
Hong Fok Corporation Ltd,HONG,싱가포르,자본재,건설 서비스,O,null,null
Chip Eng Seng Corporation Ltd,CESE,싱가포르,자본재,건설 서비스,O,null,null
Far East Orchard Ltd,FARE,싱가포르,자본재,건설 서비스,O,null,null
Rowsley Ltd,ROWS,싱가포르,자본재,건설 서비스,O,null,null
Tuan Sing Holdings Ltd,TSHS,싱가포르,자본재,건설 서비스,O,null,null
NSL Ltd,NATS,싱가포르,자본재,건설 – 원자재,O,null,null
Low Keng Huat Singapore Ltd,LKH,싱가포르,자본재,건설 서비스,O,null,null
Aspial Corporation Ltd,ASPA,싱가포르,자본재,건설 서비스,O,null,null
Boustead Singapore Ltd,BTSS,싱가포르,자본재,건설 서비스,O,null,null
Hiap Hoe Ltd,HIAP,싱가포르,자본재,건설 서비스,O,null,null
Sunpower Group Ltd,SUNP,싱가포르,자본재,다종 자본재,O,null,null
Sarine Technologies Ltd,SARI,싱가포르,자본재,다종 자본재,O,null,null
KSH Holdings Ltd,KSHH,싱가포르,자본재,건설 서비스,O,null,null
Hong Leong Asia Ltd,HLAA,싱가포르,자본재,다종 자본재,O,null,null
Lian Beng Group Ltd,LIBG,싱가포르,자본재,건설 서비스,O,null,null
BRC Asia Ltd,BRCA,싱가포르,자본재,건설 서비스,O,null,null
Micro Mechanics Holdings Ltd,MMEC,싱가포르,자본재,다종 자본재,O,null,null
Pan United Corporation Ltd,PANU,싱가포르,자본재,건설 – 원자재,O,null,null
Civmec Ltd,CIVM,싱가포르,자본재,건설 서비스,O,null,null
Boustead Projects Ltd,BOUS,싱가포르,자본재,건설 서비스,O,null,null
Frencken Group Ltd,FREN,싱가포르,자본재,다종 자본재,O,null,null
Hock Lian Seng Holdings Ltd,HLSG,싱가포르,자본재,건설 서비스,O,null,null
Hatten Land,HATT,싱가포르,자본재,건설 서비스,O,null,null
Wee Hur Holdings Ltd,WHHL,싱가포르,자본재,건설 서비스,O,null,null
World Class Global,WORL,싱가포르,자본재,건설 서비스,O,null,null
Compact Metal Industries Ltd,COMI,싱가포르,자본재,건설 – 용품과 비품,O,null,null
Aspen,ASPE,싱가포르,자본재,건설 서비스,O,null,null
Tiong Seng Holdings Ltd,TISE,싱가포르,자본재,건설 서비스,O,null,null
Sing Holdings Ltd,SHDS,싱가포르,자본재,건설 서비스,O,null,null
Yongnam Holdings Ltd,YNAM,싱가포르,자본재,건설 서비스,O,null,null
Lum Chang Holdings Ltd,LUCS,싱가포르,자본재,건설 서비스,O,null,null
Koh Brothers Group Ltd,KBRO,싱가포르,자본재,건설 서비스,O,null,null
Keong Hong Holdings Ltd,KEHO,싱가포르,자본재,건설 서비스,O,null,null
TA Corp,TACO,싱가포르,자본재,건설 서비스,O,null,null
Weiye Holdings Ltd,WEIH,싱가포르,자본재,건설 서비스,O,null,null
Engro Corporation Ltd,ENGR,싱가포르,자본재,건설 – 원자재,O,null,null
GCCP Resources Ltd,GCCP,싱가포르,자본재,건설 – 원자재,O,null,null
Transit Mixed Concrete Ltd,TMCL,싱가포르,자본재,건설 서비스,O,null,null
KS Energy Ltd,KSTL,싱가포르,자본재,다종 자본재,O,null,null
Hor Kew Corporation Ltd,HKEW,싱가포르,자본재,건설 서비스,O,null,null
Qian Hu Corporation Ltd,QIAN,싱가포르,자본재,건설 – 용품과 비품,O,null,null
Natural Cool Holdings Ltd,NCHL,싱가포르,자본재,건설 서비스,O,null,null
GDS Global,GDSG,싱가포르,자본재,건설 – 용품과 비품,O,null,null
Libra Group Ltd,LIGL,싱가포르,자본재,건설 서비스,O,null,null
China Yuanbang Property Holdings,CYBP,싱가포르,자본재,건설 서비스,O,null,null
China International,CHNA,싱가포르,자본재,건설 서비스,O,null,null
Asiatic Group Holdings Ltd,ATIC,싱가포르,자본재,다종 자본재,O,null,null
Adventus Holdings Ltd,ADVE,싱가포르,자본재,건설과 농업용 기계,O,null,null
Starland Holdings Ltd,STHO,싱가포르,자본재,건설 서비스,O,null,null
PSL Holdings Ltd,PSLL,싱가포르,자본재,건설 서비스,O,null,null
Progen Holdings Ltd,POGN,싱가포르,자본재,다종 자본재,O,null,null
Koyo International Ltd,KOYO,싱가포르,자본재,건설 서비스,O,null,null
Acma Ltd,ACMA,싱가포르,자본재,다종 자본재,O,null,null
Jason Holdings Ltd,JAHL,싱가포르,자본재,건설 서비스,O,null,null
Annica Holdings Ltd,ANHL,싱가포르,자본재,다종 자본재,O,null,null
Chinese Global Investors Group Ltd,CHGI,싱가포르,자본재,건설 서비스,O,null,null
Sinjia Land Ltd,SINJ,싱가포르,자본재,다종 자본재,O,null,null
MMP Resources,MMPR,싱가포르,자본재,건설 서비스,O,null,null
Acesian Partners Ltd,ACES,싱가포르,자본재,건설 서비스,O,null,null
Eindec,EIND,싱가포르,자본재,건설 – 용품과 비품,O,null,null
China Great Land,CHIG,싱가포르,자본재,건설 – 원자재,O,null,null
Avjennings,AVJH,싱가포르,자본재,건설 서비스,O,null,null
United Overseas Australia,UOAL,싱가포르,자본재,건설 서비스,O,null,null
OKP Holdings Ltd,OKPH,싱가포르,자본재,건설 서비스,O,null,null
T T J Holdings Ltd,TTJH,싱가포르,자본재,건설 서비스,O,null,null
Goodland Group Ltd,GLGP,싱가포르,자본재,건설 서비스,O,null,null
Spindex Industries Ltd,SNEX,싱가포르,자본재,다종 자본재,O,null,null
Soilbuild Construction Group Ltd,SOIL,싱가포르,자본재,건설 서비스,O,null,null
JEP Holdings Ltd,JEPH,싱가포르,자본재,건설 서비스,O,null,null
ISOteam Ltd,ISOT,싱가포르,자본재,건설 서비스,O,null,null
Starburst Holdings Ltd,STAB,싱가포르,자본재,건설 서비스,O,null,null
TEE International Ltd,TEEI,싱가포르,자본재,건설 서비스,O,null,null
Nam Lee Pressed Metal Industries,NLPM,싱가포르,자본재,건설 – 용품과 비품,O,null,null
Capital World,CAPI,싱가포르,자본재,건설 – 원자재,O,null,null
Sanli Environmental,SANL,싱가포르,자본재,건설 서비스,O,null,null
TEE Land Ltd,TEEL,싱가포르,자본재,건설 서비스,O,null,null
World Precision Machinery Ltd,WPML,싱가포르,자본재,다종 자본재,O,null,null
Pollux Properties,PLPS,싱가포르,자본재,건설 서비스,O,null,null
BBR Holdings S Ltd,BBRS,싱가포르,자본재,건설 서비스,O,null,null
Hafary Holdings Ltd,HFRY,싱가포르,자본재,건설 – 원자재,O,null,null
Sapphire Corporation Ltd,SAPP,싱가포르,자본재,건설 서비스,O,null,null
Samko Timber Ltd,SAMT,싱가포르,자본재,건설 – 용품과 비품,O,null,null
Sin Heng Heavy Machinery Ltd,SIHM,싱가포르,자본재,건설과 농업용 기계,O,null,null
Ryobi Kiso Holdings Ltd,RKHL,싱가포르,자본재,건설 서비스,O,null,null
CSC Holdings Ltd,CSCH,싱가포르,자본재,건설 서비스,O,null,null
Figtree Holdings Ltd,FIGT,싱가포르,자본재,건설 서비스,O,null,null
Charisma Energy Services Ltd,CHAR,싱가포르,자본재,건설 서비스,O,null,null
Pan Hong Group Holdings,PANH,싱가포르,자본재,건설 서비스,O,null,null
Cheung Woh Technologies Ltd,CHWO,싱가포르,자본재,다종 자본재,O,null,null
King Wan Corporation Ltd,KIWC,싱가포르,자본재,건설 서비스,O,null,null
Darco Water Technologies Ltd,DRWT,싱가포르,자본재,다종 자본재,O,null,null
Shanghai Turbo Enterprises,SHTU,싱가포르,자본재,다종 자본재,O,null,null
China Mining International Ltd,CMIL,싱가포르,자본재,건설 서비스,O,null,null
Wong Fong Industries,WONG,싱가포르,자본재,다종 자본재,O,null,null
Sysma Holdings Ltd,SYSM,싱가포르,자본재,건설 서비스,O,null,null
KORI Holdings Ltd,KORI,싱가포르,자본재,건설 서비스,O,null,null
Raffles United Holdings,RAFF,싱가포르,자본재,다종 자본재,O,null,null
Mun Siong Engineering Ltd,MSEL,싱가포르,자본재,건설 서비스,O,null,null
Yongmao Holdings Ltd,YNMH,싱가포르,자본재,건설과 농업용 기계,O,null,null
Jubilee Industries Holdings Ltd,JLJH,싱가포르,자본재,다종 자본재,O,null,null
Hiap Seng Engineering Ltd,HSEN,싱가포르,자본재,건설 서비스,O,null,null
XMH Holdings Ltd,XMHL,싱가포르,자본재,다종 자본재,O,null,null
Tritech Group Ltd,TTGL,싱가포르,자본재,건설 서비스,O,null,null
ACROMEC,ACRO,싱가포르,자본재,건설 서비스,O,null,null
Swee Hong,SWEE,싱가포르,자본재,건설 서비스,O,null,null
KLW Holdings Ltd,KLWH,싱가포르,자본재,건설 – 용품과 비품,O,null,null
Loyz Energy,CWXG,싱가포르,자본재,건설 – 용품과 비품,O,null,null
Ocean Sky Intl,OCEA,싱가포르,자본재,건설 서비스,O,null,null
China Environment Ltd,CHEN,싱가포르,자본재,다종 자본재,O,null,null
Annaik,AAIK,싱가포르,자본재,건설 – 용품과 비품,O,null,null
IPC Corporation Ltd,IPCC,싱가포르,자본재,건설 서비스,O,null,null
Chasen Holdings Ltd,CHHL,싱가포르,자본재,건설 서비스,O,null,null
Huationg Global,HUAT,싱가포르,자본재,건설 서비스,O,null,null
JMH,JARD,싱가포르,경기 민감형 소비재,자동차와 트럭 제조,O,null,null
JSH,JSH,싱가포르,경기 민감형 소비재,자동차와 트럭 제조,O,null,null
Jardine cycle & carriage,JCYC,싱가포르,경기 민감형 소비재,자동차와 트럭 제조,O,null,null
GSH Corporation Ltd,GSHC,싱가포르,경기 민감형 소비재,사진술,O,null,null
GP Industries Ltd,GPEI,싱가포르,경기 민감형 소비재,오디오와 비디오 장비,O,null,null
YHI International Ltd,YHII,싱가포르,경기 민감형 소비재,자동차와 트럭 부품,O,null,null
InnoTek Ltd,INTK,싱가포르,경기 민감형 소비재,가전과 공구,O,null,null
Design Studio Group Ltd,DESS,싱가포르,경기 민감형 소비재,가구와 비품,O,null,null
Stamford Tyres Corporation Ltd,STAS,싱가포르,경기 민감형 소비재,타이어,O,null,null
DISA,DISA,싱가포르,경기 민감형 소비재,오디오와 비디오 장비,O,null,null
EuroSports Global Ltd,EURO,싱가포르,경기 민감형 소비재,자동차와 트럭 부품,O,null,null
Jackspeed Corporation Ltd,JACK,싱가포르,경기 민감형 소비재,자동차와 트럭 부품,O,null,null
Thakral Corporation Ltd,THAK,싱가포르,경기 민감형 소비재,오디오와 비디오 장비,O,null,null
Grand Banks Yachts Ltd,GBYL,싱가포르,경기 민감형 소비재,여가용 제품,O,null,null
Koda Ltd,KODA,싱가포르,경기 민감형 소비재,가구와 비품,O,null,null
Broadway Industrial Group Ltd,BRWY,싱가포르,경기 민감형 소비재,가전과 공구,O,null,null
Mencast Holdings Ltd,MCHL,싱가포르,경기 민감형 소비재,자동차와 트럭 부품,O,null,null
China Jishan Holdings Ltd,CJIS,싱가포르,경기 민감형 소비재,직물 – 비의류,O,null,null
Swing Media Technology Group Ltd,SWMT,싱가포르,경기 민감형 소비재,여가용 제품,O,null,null
Ossia International Ltd,OSSA,싱가포르,경기 민감형 소비재,여가용 제품,O,null,null
Casa Holdings Ltd,CASA,싱가포르,경기 민감형 소비재,가전과 공구,O,null,null
China Star Food,CHIA,싱가포르,경기 민감형 소비재,가구와 비품,O,null,null
Tye Soon Ltd,TYES,싱가포르,경기 민감형 소비재,자동차와 트럭 부품,O,null,null
Fuxing China Group Ltd,FXCG,싱가포르,경기 민감형 소비재,의복/액세서리,O,null,null
Versalink Holdings Ltd,VERS,싱가포르,경기 민감형 소비재,가구와 비품,O,null,null
Forise Int,FOIL,싱가포르,경기 민감형 소비재,의복/액세서리,O,null,null
China Sports International Ltd,CSIL,싱가포르,경기 민감형 소비재,신발,O,null,null
Asia Fashion Holdings Ltd,ASFN,싱가포르,경기 민감형 소비재,의복/액세서리,O,null,null
China Fibretech Ltd,CHFI,싱가포르,경기 민감형 소비재,직물 – 비의류,O,null,null
Sitra (International),SITR,싱가포르,경기 민감형 소비재,가구와 비품,O,null,null
Qingmei Group Holdings Ltd,QGMI,싱가포르,경기 민감형 소비재,신발,O,null,null
China Kunda Technology Holdings Ltd,CKUN,싱가포르,경기 민감형 소비재,자동차와 트럭 부품,O,null,null
Huan Hsin Holdings Ltd,HUAN,싱가포르,경기 민감형 소비재,가전과 공구,O,null,null
SMJ International Holdings Ltd,SMJI,싱가포르,경기 민감형 소비재,의복/액세서리,O,null,null
Foreland Fabrictech Holdings Ltd,FFHL,싱가포르,경기 민감형 소비재,직물 – 비의류,O,null,null
Plastoform Holdings Ltd,PFML,싱가포르,경기 민감형 소비재,오디오와 비디오 장비,O,null,null
China Gaoxian Fibre Fabric Holdings,CGXF,싱가포르,경기 민감형 소비재,의복/액세서리,O,null,null
